title,location,client,risk
Secure data mule at safehouse,Corpo Plaza,NCPD,MEDIUM
Secure data mule at safehouse,Corpo Plaza,Aldecaldos,MEDIUM
Secure data mule at safehouse,Corpo Plaza,Anonymous,MEDIUM
Secure data mule at safehouse,Corpo Plaza,Voodoo Boys,HIGH
Secure data mule at safehouse,Watson,Militech,MEDIUM
Secure data mule at safehouse,Watson,NetWatch,LOW
Secure data mule at safehouse,Watson,Afterlife,MEDIUM
Secure data mule at safehouse,Watson,Biotechnica,LOW
Secure data mule at safehouse,Watson,Arasaka,MEDIUM
Secure data mule at safehouse,Watson,Kang Tao,MEDIUM
Secure data mule at safehouse,Watson,NCPD,LOW
Secure data mule at safehouse,Watson,Aldecaldos,LOW
Secure data mule at safehouse,Watson,Anonymous,MEDIUM
Secure data mule at safehouse,Watson,Voodoo Boys,MEDIUM
Secure data mule at safehouse,Santo Domingo,Militech,MEDIUM
Secure data mule at safehouse,Santo Domingo,NetWatch,LOW
Secure data mule at safehouse,Santo Domingo,Afterlife,MEDIUM
Secure data mule at safehouse,Santo Domingo,Biotechnica,LOW
Secure data mule at safehouse,Santo Domingo,Arasaka,MEDIUM
Secure data mule at safehouse,Santo Domingo,Kang Tao,MEDIUM
Secure data mule at safehouse,Santo Domingo,NCPD,LOW
Secure data mule at safehouse,Santo Domingo,Aldecaldos,LOW
Secure data mule at safehouse,Santo Domingo,Anonymous,MEDIUM
Secure data mule at safehouse,Santo Domingo,Voodoo Boys,MEDIUM
Secure data mule at safehouse,Northside,Militech,MEDIUM
Secure data mule at safehouse,Northside,NetWatch,MEDIUM
Secure data mule at safehouse,Northside,Afterlife,MEDIUM
Secure data mule at safehouse,Northside,Biotechnica,MEDIUM
Secure data mule at safehouse,Northside,Arasaka,HIGH
Secure data mule at safehouse,Northside,Kang Tao,MEDIUM
Secure data mule at safehouse,Northside,NCPD,MEDIUM
Secure data mule at safehouse,Northside,Aldecaldos,MEDIUM
Secure data mule at safehouse,Northside,Anonymous,MEDIUM
Secure data mule at safehouse,Northside,Voodoo Boys,HIGH
Secure data mule at safehouse,City Center,Militech,MEDIUM
Secure data mule at safehouse,City Center,NetWatch,MEDIUM
Secure data mule at safehouse,City Center,Afterlife,MEDIUM
Secure data mule at safehouse,City Center,Biotechnica,MEDIUM
Secure data mule at safehouse,City Center,Arasaka,HIGH
Secure data mule at safehouse,City Center,Kang Tao,MEDIUM
Secure data mule at safehouse,City Center,NCPD,MEDIUM
Secure data mule at safehouse,City Center,Aldecaldos,MEDIUM
Secure data mule at safehouse,City Center,Anonymous,MEDIUM
Secure data mule at safehouse,City Center,Voodoo Boys,HIGH
Secure data mule at safehouse,Westbrook,Militech,MEDIUM
Secure data mule at safehouse,Westbrook,NetWatch,LOW
Secure data mule at safehouse,Westbrook,Afterlife,MEDIUM
Secure data mule at safehouse,Westbrook,Biotechnica,LOW
Secure data mule at safehouse,Westbrook,Arasaka,MEDIUM
Secure data mule at safehouse,Westbrook,Kang Tao,MEDIUM
Secure data mule at safehouse,Westbrook,NCPD,LOW
Secure data mule at safehouse,Westbrook,Aldecaldos,LOW
Secure data mule at safehouse,Westbrook,Anonymous,MEDIUM
Secure data mule at safehouse,Westbrook,Voodoo Boys,MEDIUM
Secure data mule at safehouse,Pacifica,Militech,HIGH
Secure data mule at safehouse,Pacifica,NetWatch,MEDIUM
Secure data mule at safehouse,Pacifica,Afterlife,HIGH
Secure data mule at safehouse,Pacifica,Biotechnica,MEDIUM
Secure data mule at safehouse,Pacifica,Arasaka,HIGH
Secure data mule at safehouse,Pacifica,Kang Tao,HIGH
Secure data mule at safehouse,Pacifica,NCPD,MEDIUM
Secure data mule at safehouse,Pacifica,Aldecaldos,MEDIUM
Secure data mule at safehouse,Pacifica,Anonymous,HIGH
Secure data mule at safehouse,Pacifica,Voodoo Boys,HIGH
Secure data mule at safehouse,Badlands,Militech,HIGH
Secure data mule at safehouse,Badlands,NetWatch,MEDIUM
Secure data mule at safehouse,Badlands,Afterlife,HIGH
Secure data mule at safehouse,Badlands,Biotechnica,MEDIUM
Secure data mule at safehouse,Badlands,Arasaka,HIGH
Secure data mule at safehouse,Badlands,Kang Tao,HIGH
Secure data mule at safehouse,Badlands,NCPD,MEDIUM
Secure data mule at safehouse,Badlands,Aldecaldos,MEDIUM
Secure data mule at safehouse,Badlands,Anonymous,HIGH
Secure data mule at safehouse,Badlands,Voodoo Boys,HIGH
Secure data mule at safehouse,Japantown,Militech,MEDIUM
Secure data mule at safehouse,Japantown,NetWatch,LOW
Secure data mule at safehouse,Japantown,Afterlife,MEDIUM
Secure data mule at safehouse,Japantown,Biotechnica,LOW
Secure data mule at safehouse,Japantown,Arasaka,MEDIUM
Secure data mule at safehouse,Japantown,Kang Tao,MEDIUM
Secure data mule at safehouse,Japantown,NCPD,LOW
Secure data mule at safehouse,Japantown,Aldecaldos,LOW
Secure data mule at safehouse,Japantown,Anonymous,MEDIUM
Secure data mule at safehouse,Japantown,Voodoo Boys,MEDIUM
Secure data mule at safehouse,Charter Hill,Militech,MEDIUM
Secure data mule at safehouse,Charter Hill,NetWatch,MEDIUM
Secure data mule at safehouse,Charter Hill,Afterlife,MEDIUM
Secure data mule at safehouse,Charter Hill,Biotechnica,MEDIUM
Secure data mule at safehouse,Charter Hill,Arasaka,HIGH
Secure data mule at safehouse,Charter Hill,Kang Tao,MEDIUM
Secure data mule at safehouse,Charter Hill,NCPD,MEDIUM
Secure data mule at safehouse,Charter Hill,Aldecaldos,MEDIUM
Secure data mule at safehouse,Charter Hill,Anonymous,MEDIUM
Secure data mule at safehouse,Charter Hill,Voodoo Boys,HIGH
